"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT1G75580",46.5831732710002,0.933105199851318,0.141117867573362,6.61223993741426,3.78547769063216e-11,7.1707526282859e-11
"AT1G26400",2.5035311123913,0.0734214457708652,0.464126852016769,0.158192626545582,0.874305013761739,0.945333972423786
"AT1G72980",0.46466807309105,1.88782743156405,1.17969206218826,1.60027136917598,0.109538395476306,0.140895428025767
"AT1G59970",432.716295917688,-1.56265912691169,0.0718850658992243,-21.7382999843442,8.91396853389572e-105,4.57057586449037e-104
"AT1G11520",0.02236076214865,0.286447817827634,2.95661270345986,0.096883781055405,0.92281868905159,0.956722135333307
"AT1G30640",810.86255155116,-1.65080521029457,0.051603909164341,-31.9899255119861,1.50562262866823e-224,1.43675116268261e-223
"AT1G26440",1744.75392907119,-1.58824560792069,0.0633572063827433,-25.0681129834867,1.10807638914224e-138,7.01300381358589e-138
"AT1G51320",0.0446315870565272,0.142180205465778,2.95661270345986,0.0480888840460561,0.961645405203519,0.973959479660407
"AT1G22070",2216.40570066929,-0.11564301202595,0.0669581730079758,-1.72709330065166,0.0841509085806492,0.10957633611532
"AT1G26700",78.5164047487344,-8.0622089961259,0.45894028984105,-17.5670107301283,4.40794993368639e-69,1.74147678056573e-68
"AT1G73603",0,NA,NA,NA,NA,NA
"AT1G55650",0.0763122694998083,0.574984303697194,2.95661270345986,0.194474001625016,0.845804750798473,0.920305696836081
"AT1G78180",438.703910016384,2.01667770400539,0.0484246395121621,41.6456936865558,0,0
"AT1G55928",0,NA,NA,NA,NA,NA
"AT1G29880",4187.44504571227,0.979084103893507,0.0386112990938682,25.3574504580447,7.43741384881142e-142,4.7903659277954e-141
"AT1G53645",923.563458928592,-0.246024267321077,0.0667822066912127,-3.68397930392812,0.000229620893032642,0.000349551563476637
"AT1G06240",365.683462966989,1.78090692156809,0.055113841386798,32.3132424951001,4.55826514442712e-229,4.45259188402173e-228
"AT1G72330",719.633099096701,0.292009067116637,0.0644757788382902,4.52897308691712,5.9271047174037e-06,9.62967544409218e-06
"AT1G20840",4402.02230651901,-0.930080889034042,0.0529085793474698,-17.5790183842561,3.56698281126734e-69,1.41023686324355e-68
"AT1G45050",298.718200789068,-0.258459370639798,0.0592677950546864,-4.36087373254425,1.29544110406947e-05,2.07665157704297e-05
"AT1G52500",397.430765014974,0.0492398624427799,0.0336890113153322,1.46160010401879,0.143850825880673,0.182981317504695
